log10_Epo_degradation_BaF3,log10_k_exp_hetero,log10_k_exp_homo,log10_k_imp_hetero,log10_k_imp_homo,log10_k_phos,log10_sd_pSTAT5A_rel,log10_sd_pSTAT5B_rel,log10_sd_rSTAT5A_rel,startguess
0.4500000000000002,-2.75,-2.1499999999999995,-2.45,-0.6500000000000004,-1.4499999999999997,-3.8499999999999996,4.75,-0.15000000000000036,45
1.6500000000000004,1.25,3.1500000000000004,4.550000000000001,-4.65,3.0500000000000007,2.3499999999999996,-3.15,-2.55,46
0.15000000000000036,-4.85,4.350000000000001,0.04999999999999982,4.550000000000001,0.6500000000000004,-2.75,4.350000000000001,-4.25,47
4.949999999999999,-4.95,-2.65,1.25,-1.85,1.4500000000000002,4.949999999999999,0.5500000000000007,-1.9500000000000002,48
-1.85,4.15,0.4500000000000002,-4.15,3.9499999999999993,-1.5499999999999998,1.6500000000000004,0.35000000000000053,2.25,49
-1.5499999999999998,3.9499999999999993,0.35000000000000053,3.75,-2.55,4.450000000000001,-3.45,-4.45,-4.15,50
-4.35,-4.35,-4.25,-2.0500000000000003,-4.25,-0.15000000000000036,-2.55,-0.5499999999999998,-0.34999999999999964,51
-2.1499999999999995,-3.15,-4.05,0.4500000000000002,1.1500000000000004,-3.25,-1.4499999999999997,-1.35,1.3499999999999996,52
4.25,-4.45,3.8499999999999996,-3.45,0.6500000000000004,1.75,-3.25,-3.95,-1.0499999999999998,53
1.3499999999999996,-1.65,2.8500000000000005,4.15,4.15,2.75,1.1500000000000004,3.25,-3.45,54
-2.55,2.95,3.0500000000000007,-3.95,0.15000000000000036,-4.35,-1.15,3.75,-4.35,55
4.050000000000001,3.4499999999999993,0.25,-3.8499999999999996,0.5500000000000007,-0.5499999999999998,2.45,3.1500000000000004,0.6500000000000004,56
-4.45,-1.85,4.85,4.75,2.75,3.75,-4.25,-4.15,-0.04999999999999982,57
0.6500000000000004,3.1500000000000004,1.1500000000000004,-0.75,1.4500000000000002,0.15000000000000036,-1.5499999999999998,-4.95,-4.05,58
-3.8499999999999996,-3.55,4.949999999999999,2.0500000000000007,1.5500000000000007,-0.04999999999999982,1.8500000000000005,1.75,-2.3499999999999996,59
1.1500000000000004,0.04999999999999982,0.04999999999999982,-0.5499999999999998,-0.15000000000000036,3.3500000000000014,4.050000000000001,4.85,0.8499999999999996,60
0.9499999999999993,1.950000000000001,-1.85,-3.25,-2.65,-2.85,4.15,-4.55,1.950000000000001,61
-3.05,-0.75,1.25,0.15000000000000036,-1.5499999999999998,-2.55,2.0500000000000007,-1.9500000000000002,4.25,62
-1.65,-1.0499999999999998,-1.0499999999999998,-1.0499999999999998,-0.75,-2.9499999999999997,-4.75,-2.55,4.050000000000001,63
-1.15,-0.25,2.3499999999999996,-2.3499999999999996,-3.75,4.65,-4.15,1.950000000000001,0.5500000000000007,64
-1.9500000000000002,-2.55,-0.15000000000000036,0.25,4.65,4.15,3.75,4.25,-4.85,65
1.25,-2.9499999999999997,2.25,-0.04999999999999982,-3.65,-1.85,-2.0500000000000003,2.1499999999999995,-3.65,66
0.8499999999999996,-1.5499999999999998,-3.3499999999999996,-1.85,2.0500000000000007,0.4500000000000002,-0.6500000000000004,2.6500000000000004,-0.9499999999999993,67
-4.55,-3.3499999999999996,-4.85,-4.45,-0.9499999999999993,1.0499999999999998,4.25,-1.85,-2.25,68
3.8499999999999996,-0.5499999999999998,-2.3499999999999996,1.75,2.95,-1.15,3.5500000000000007,3.3500000000000014,-0.8499999999999996,69
4.350000000000001,2.3499999999999996,-3.65,4.949999999999999,4.450000000000001,-3.05,-0.34999999999999964,0.8499999999999996,4.350000000000001,70
-0.4500000000000002,-4.05,0.5500000000000007,3.6500000000000004,-1.9500000000000002,2.45,0.04999999999999982,-3.65,1.8500000000000005,71
4.75,-2.85,4.75,-0.25,-1.0499999999999998,-4.25,4.75,-0.34999999999999964,2.1499999999999995,72
-0.15000000000000036,3.0500000000000007,4.050000000000001,-3.55,2.55,3.5500000000000007,-3.95,4.550000000000001,3.6500000000000004,73
-3.3499999999999996,-3.95,-4.35,1.4500000000000002,0.35000000000000053,-3.45,-4.95,0.15000000000000036,-2.65,74
3.6500000000000004,2.55,4.450000000000001,2.75,1.25,1.3499999999999996,0.5500000000000007,-2.45,1.0499999999999998,75
4.450000000000001,-2.0500000000000003,0.15000000000000036,-4.05,0.04999999999999982,2.6500000000000004,4.450000000000001,-0.04999999999999982,0.9499999999999993,76
2.8500000000000005,-0.6500000000000004,-2.55,1.3499999999999996,0.7500000000000009,-2.1499999999999995,3.6500000000000004,2.75,2.55,77
4.15,3.3500000000000014,-1.35,3.9499999999999993,1.75,-0.9499999999999993,-2.45,0.9499999999999993,-3.8499999999999996,78
3.75,-1.9500000000000002,-4.55,-3.15,2.8500000000000005,4.350000000000001,3.9499999999999993,4.15,3.0500000000000007,79
-2.25,4.450000000000001,3.6500000000000004,-1.35,-0.25,4.949999999999999,2.95,3.0500000000000007,-1.4499999999999997,80
-2.3499999999999996,2.0500000000000007,1.5500000000000007,0.9499999999999993,-1.75,1.5500000000000007,-0.4500000000000002,2.0500000000000007,0.35000000000000053,81
2.1499999999999995,-4.25,-4.95,3.4499999999999993,-2.45,-0.75,-1.35,-3.45,2.95,82
-1.75,-2.25,2.0500000000000007,3.1500000000000004,-0.4500000000000002,-2.3499999999999996,2.8500000000000005,-0.4500000000000002,0.25,83
-0.6500000000000004,-3.45,3.4499999999999993,1.950000000000001,4.350000000000001,-4.75,4.65,-4.25,-0.6500000000000004,84
-4.25,2.25,-2.0500000000000003,-1.25,1.0499999999999998,4.85,-0.75,-4.75,4.85,85
-4.15,-0.15000000000000036,0.6500000000000004,-2.1499999999999995,-1.4499999999999997,3.1500000000000004,-3.55,3.4499999999999993,1.6500000000000004,86
2.45,-3.75,-0.25,0.6500000000000004,2.3499999999999996,-3.8499999999999996,-3.75,1.0499999999999998,-3.95,87
3.25,0.25,1.950000000000001,-2.75,4.85,-1.35,-1.25,-2.65,3.1500000000000004,88
3.4499999999999993,-0.4500000000000002,-2.45,2.55,-3.45,2.1499999999999995,-4.05,-2.0500000000000003,-2.1499999999999995,89
2.75,-4.15,2.55,3.0500000000000007,-4.75,-3.65,0.4500000000000002,1.8500000000000005,-1.75,90
-2.75,3.8499999999999996,-1.9500000000000002,2.6500000000000004,3.3500000000000014,-3.3499999999999996,1.25,-0.6500000000000004,-0.4500000000000002,91
-0.8499999999999996,0.9499999999999993,-1.5499999999999998,-1.5499999999999998,-3.95,-1.25,-4.55,-3.05,-2.85,92
3.9499999999999993,4.050000000000001,1.6500000000000004,-0.8499999999999996,2.25,-1.75,-0.5499999999999998,-2.25,-1.15,93
-0.04999999999999982,4.350000000000001,-0.75,-3.3499999999999996,3.75,-2.0500000000000003,-1.65,3.9499999999999993,1.1500000000000004,94
1.8500000000000005,-2.1499999999999995,-3.45,0.7500000000000009,3.5500000000000007,4.550000000000001,-3.3499999999999996,-4.85,4.15,95
2.3499999999999996,2.8500000000000005,3.25,-0.6500000000000004,-4.05,3.8499999999999996,3.0500000000000007,1.4500000000000002,-3.75,96
2.6500000000000004,4.25,1.4500000000000002,4.85,0.4500000000000002,-0.4500000000000002,-0.04999999999999982,-2.85,0.15000000000000036,97
-1.0499999999999998,3.25,-1.4499999999999997,2.25,4.949999999999999,3.6500000000000004,3.1500000000000004,-0.8499999999999996,-4.95,98
3.0500000000000007,-2.65,3.3500000000000014,-1.9500000000000002,-4.85,-0.34999999999999964,3.8499999999999996,-3.25,2.75,99
1.5500000000000007,3.75,2.75,4.450000000000001,1.8500000000000005,3.25,4.85,2.55,4.550000000000001,100
