log10_Epo_degradation_BaF3,log10_k_exp_hetero,log10_k_exp_homo,log10_k_imp_hetero,log10_k_imp_homo,log10_k_phos,log10_sd_pSTAT5A_rel,log10_sd_pSTAT5B_rel,log10_sd_rSTAT5A_rel,ftrace,startguess
-0.5550618030036972,-0.006125555143125461,0.011805959472866648,-0.4289927806325329,-0.11057235120486267,0.5171633336287277,1.0726547068392802,1.758604604357996,1.2987792312561564,530.7222506240626,1
-0.5562888899152437,-0.011613132777317698,0.021938720268078457,-0.42811240983613297,-0.10373430324378274,0.5342678212602702,1.284345223366465,1.758699980435148,1.2988452137684419,340.20278186882416,1
-0.5645882224462614,-0.06519922831141606,0.08870912115421238,-0.43336660132752686,-0.1011679135068035,0.563422799895253,1.4870283272541513,1.7586994489386047,1.298844104868431,274.77532112092973,1
-0.5823473363101825,-0.13161749048001348,0.1494500177493968,-0.42911996405536,-0.07399951363592563,0.665029739186156,1.6673909531918014,1.758706334069418,1.2988471455598865,254.76698979163675,1
-0.6283533891298343,-0.34116423576316623,0.27726991663003897,-0.4144528283819405,-0.044781043964173706,0.8572239473250833,1.800122895826204,1.7586990749705589,1.2988371412794395,250.2407965660107,1
-0.6622606549526306,-0.40437742542630584,0.3265352291336101,-0.37140167927995626,0.013515821977179314,1.2212830695458465,1.861676454016516,1.7586797188524341,1.2988093794708082,249.74562378780854,1
-0.6678913601942461,-0.41260191776515814,0.3320156357610625,-0.3541605821261114,0.031980808721054105,1.6559785053969824,1.8720704563264405,1.7586209117594114,1.2987277046610437,249.71833119615232,1
-0.6580855744324473,-0.4029432766943603,0.3332363420270805,-0.34595037722325667,0.0388923173497675,2.112497322333304,1.8717879417090024,1.7584536240188908,1.2984977211352224,249.67072011412952,1
-0.6304767114261254,-0.37904524510327187,0.3347193919171089,-0.32557026578903003,0.05526172922810385,2.608227395882382,1.870268693712077,1.7579906443281816,1.297863645609422,249.54065741451447,1
-0.5434436010115004,-0.339451655602702,0.3243239220095311,-0.28854399977333495,0.08036044460554218,3.2138344287643363,1.8659930456955256,1.7566903434928163,1.2960835177699117,249.18704869219485,1
-0.8304287925060817,-0.6283501996975166,0.3007995991481137,-0.7280397535209617,-0.38201721431297664,2.9687269986343146,1.8545799432461463,1.7524169809229508,1.290701748990499,248.1601409845869,1
-0.6950705911818059,-0.7718411614659407,0.254095726525522,-0.5118785925748803,-0.22972546048388162,3.951849216179067,1.8211430853073804,1.7376556097373541,1.272714775196172,245.70026184179153,1
-1.1318321787247387,-1.1580281416126512,0.3679203461954389,-0.8558062016139005,-0.7237647351198918,3.7855939510233547,1.7605587941740175,1.6968918606137653,1.222155176218681,237.36036055315503,1
-1.5604599523468745,-1.7406165388476247,0.7507667614875388,-1.444510443880906,-1.3883250973863877,3.4658461401524665,1.5465963390895412,1.5426923736845095,1.0930344179486733,214.52748353947987,1
-1.2882614077571815,-1.9492938667918631,-0.146784930192558,-2.2045721484691705,-2.018459637692806,3.6291777784657246,1.089948521359522,1.2133621397151704,0.9487206632946292,182.8662858132104,1
-1.2486009938584284,-1.9144438321700363,-0.14561901282929046,-2.1866601565235873,-1.8265462159393682,3.97154062829391,0.8694853515947681,0.8827975273783054,0.8166639313200772,163.02327084979459,1
-1.3468978469435857,-1.8166514227932435,-0.13544781705798534,-1.9999924574633243,-1.8419050242669344,3.966230592769443,0.7053286067090739,0.8402611636882802,0.8485952490350276,157.2968487308285,1
-1.421531395335477,-2.8618421367341966,2.1113258823609002,-1.8851128416287266,-1.7229943366422722,3.9757622606062704,0.5985111212662785,0.7759995809125454,0.7358378219145711,150.2242278054423,1
-1.497762949371261,-3.1203355128166086,2.398229481601471,-1.8025516770860608,-1.7234539950037315,3.984470779914082,0.6111371039752667,0.7790945553224025,0.715637561665944,147.7682612909075,1
-1.5027686226267387,-3.2766890442139984,2.7815341435195795,-1.7826130283181127,-1.7521042909559141,3.982633706247542,0.6299991600625727,0.7894051776121218,0.7320125127764734,147.55092751365146,1
-1.5030559309151164,-3.310004402595843,2.9949661659647178,-1.7803350461082879,-1.7550640568625884,3.9823551771573675,0.6310069387344812,0.7894018105985163,0.7332857625684808,147.5460392835118,1
-1.5031502594156956,-3.330770764247855,3.209766102765291,-1.7791461499200099,-1.756750965704079,3.9821884857795284,0.6315142592668354,0.7893772714691033,0.733999150282103,147.5445982090462,1
-1.5031766479130602,-3.342783614278102,3.425548483037535,-1.7785389001109568,-1.757666809402663,3.9820953238845833,0.6317665722084845,0.7893567851002906,0.7343824581492335,147.54417565209755,1
-1.503188580373544,-3.3559024943111675,3.8583445880529914,-1.777925350696963,-1.7586284961409708,3.9819958424240025,0.6320170123606654,0.7893310081609796,0.7347825254080886,147.54399298335485,1
-1.5031825375568868,-3.356359215546622,4.292547519768576,-1.7779233151741944,-1.7586466456189174,3.981993311701969,0.632016005573856,0.7893288916007195,0.7347891358584318,147.54397402074005,1
-1.503182526376409,-3.3563599319033686,4.726830826336292,-1.7779233160110617,-1.7586466729975938,3.981993307440551,0.6320160009442745,0.7893288882933329,0.7347891457391235,147.54396705297947,1
-1.5031825264211747,-3.3563599317385417,4.9997268308263365,-1.7779233159944268,-1.758646672952704,3.981993307507385,0.6320160008679581,0.789328888213097,0.7347891457215446,147.54396517223782,1
-1.50318252642084,-3.3563599317612725,4.9999997268308265,-1.7779233159944807,-1.7586466729545656,3.9819933075073086,0.6320160008679848,0.7893288882129573,0.7347891457228898,147.54396517090328,1
-1.5031825264208323,-3.3563599317618262,4.999999728962827,-1.7779233159944818,-1.7586466729546106,3.9819933075073077,0.6320160008679847,0.7893288882129535,0.7347891457229226,147.54396517090265,1
-1.5031825264203287,-3.3563599317978503,4.999999864345895,-1.7779233159945582,-1.7586466729575434,3.9819933075072593,0.632016000867979,0.7893288882127052,0.7347891457250596,147.5439651709017,1
-1.5031825264192569,-3.3563599318745054,4.999999898225508,-1.7779233159947208,-1.7586466729637842,3.9819933075071563,0.632016000867967,0.7893288882121766,0.7347891457296069,147.54396517090146,1
0.25,2.1499999999999995,4.550000000000001,4.350000000000001,-2.1499999999999995,-1.9500000000000002,0.9499999999999993,-1.0499999999999998,3.4499999999999993,3.3160906299853707e6,2
0.00014112178916084184,0.6710017723042678,4.12215414911657,3.74809607831428,-0.6713139292633052,-0.5141847094531917,0.8313109857838261,-0.8327973934103673,2.224042094220289,1.220435790767617e6,2
0.0001654149833804237,0.5914947723964737,3.3685831491165925,3.089593069365223,-0.59174630432107,-0.45498593250220587,0.9887541900074053,-0.6156784086384592,1.8855817128541397,449225.7833893046,2
0.0008401925553683037,0.10887405393879401,0.620041486555801,0.5686882771915065,-0.10816389156000616,-0.08474638160426978,1.1531616958721993,-0.39851911427818376,0.2985947133292526,166136.09826243232,2
0.0007115205151125702,0.09560346591058652,0.5444656326871806,0.4993460711699055,-0.09497101038324073,-0.07441149091932969,1.3329482418584917,-0.18140148225631508,0.5080708334971495,61226.86201856755,2
-0.0004884120641094581,0.01686353360111477,0.09604814021125502,0.08743764440487817,-0.016589340601890615,-0.012935680784613136,1.4997004346940912,0.035715191861118045,0.7149365846075033,22630.212865220372,2
-0.00046313784589322186,0.014817243719823025,0.08439462360168697,0.07679002787010888,-0.014575977286917265,-0.011340839234053775,1.6611428287522805,0.2527666766879355,0.9127347419417067,8439.166670620976,2
-0.0006748630254538128,0.002547967338816959,0.014524520102247362,0.01252144498179271,-0.002483144469763738,-0.0014974669318464067,1.778403083742484,0.4696911863978202,1.0885991104373032,3228.4008719428407,2
-0.000642802666225053,0.0022358093959047557,0.012755274366736123,0.010954278881450504,-0.002192697286910912,-0.0012802765524596845,1.849695111463165,0.6862478589547053,1.2207760842874702,1319.8194792680886,2
-0.0006002149911093374,0.00038467373694881933,0.002277971995328972,0.0015248750014099036,-0.000485357300845649,0.0001182089329488541,1.8670638893648517,0.9018235699559745,1.2841559560945668,624.0868519503923,2
-0.0009650486372360114,0.00032446912862734974,0.0020240439132986066,0.0010169219019354199,-0.0005549953814098021,0.00039830810872341395,1.8719860146760183,1.1147581596972058,1.297984525120631,373.265452549125,2
-0.003969692764855459,-4.7159099476355986e-5,0.0005855182696659577,-0.0025786419580059085,-0.0012205503179360162,0.002645726933191152,1.8721681211904633,1.3206976968670991,1.2985479548860115,285.7447320919269,2
-0.008064822169145988,-0.00017412745264476856,0.0007784057463817688,-0.005611304329235234,-0.002416769710366458,0.0054282138716505845,1.8725988430054927,1.5089450621044045,1.298824365232257,257.81594095605885,2
-0.050484929389174205,-0.0012881361908989965,0.002640501366905501,-0.036726763416917316,-0.014616589140937088,0.035676538573273714,1.872610490990392,1.6573391171007341,1.298831808341086,250.77095774949456,2
-0.13138994052106995,-0.0031934210489028766,0.006386283830274401,-0.09709085645558815,-0.03646785425585081,0.0972586137383419,1.8726529879738498,1.7383392872460017,1.2988592647960935,249.7822450986487,2
-0.9372679926175789,-0.039074302304675415,0.06936450230378444,-0.017986287627729525,-0.046566133913817205,-0.00030343064719856594,1.8726492876907557,1.7480627825404962,1.2988586100865078,249.7552017467714,2
-0.8764406866005564,-0.09558399237490367,0.12115411368923831,0.0632443746710332,0.4885720500866288,0.7954029859723002,1.8726393805756643,1.757944314396253,1.2988562793065659,249.74391403018532,2
-0.8480737662710234,-0.15623052992470438,0.0662280394153522,0.010431386176466294,0.4193144520992457,1.1982134786209162,1.8725917599429969,1.7586971860757001,1.2988377781679015,249.7402052900419,2
-0.8451374066253319,-0.14682131588202363,0.07258686592097405,0.018354014742839136,0.42695090646321787,1.6452411370453612,1.872473673000338,1.7586619945835233,1.298794534943334,249.73022655543087,2
-0.8390722516545469,-0.14996339221793867,0.06717291066950296,0.016157872948318424,0.4247061852693909,2.085912652255949,1.872150576970911,1.7585611425377994,1.2986757606170178,249.70308668111392,2
-0.8236343355262021,-0.15470857296071586,0.05643643590135763,0.013995247041101022,0.4227598541551226,2.5410183802784254,1.8712671400965648,1.7582853208165268,1.2983516693259876,249.6290504181463,2
-0.7783586127901609,-0.17848286142389314,0.016915805059006354,-0.0023514834288436513,0.40773513110252524,3.026986845878766,1.8688209997753058,1.7575213090491533,1.2974595530009618,249.4264020342924,2
-0.7376305105194227,-1.0017208402395665,-0.3800865752745022,-0.9661614462499952,-0.46676728822896896,2.484178333633899,1.8630113767720131,1.7555930022417658,1.2945574002977132,249.0192666303231,2
-0.6825251096880505,-1.0576420294727784,-0.35704231022812155,-0.8594821216164557,-0.38513797309507675,3.117887293622114,1.8505580995411888,1.750426690030491,1.2882030012051984,247.76798089600783,2
-1.8908504081491633,-1.2098170580287786,-0.3380916033259853,-0.5034752846495217,-0.15321930347803017,2.9203783726506503,1.8105363868423512,1.730976045383317,1.2629819565866345,245.179819210092,2
-1.8147422059310203,-1.1987288480661824,-0.4376985643753222,-0.40416810584149515,-0.04290954004160062,3.65040899015333,1.7431010786761176,1.703164509619945,1.2138154303927928,237.2510628513896,2
-2.240865381436981,-1.6964553956731934,0.0482085947864776,-0.7645954286234202,-0.6985870779881524,3.73442400792539,1.522707479560885,1.5799546290986772,0.9814988181539905,211.50287636104923,2
-2.175084072144726,-1.9152909514637215,0.32719222063839404,-0.59982325467676,-0.7898423946420958,4.050501611946024,1.4629467603846062,1.5210014159832481,0.8107528969525244,203.69010971265408,2
-1.934858329054048,-1.6798747588382708,0.04545116338400934,-0.48118572178480246,-0.8447064183537115,4.524776056778985,1.2954506665579082,1.4008938461609464,0.6817436967404218,190.06827636323504,2
-1.7398546505508823,-1.432850850868462,0.09341946376841319,-0.7007808586608475,-0.7535042641083144,4.999524776056779,1.0711216498098415,1.227709297393099,0.4761013726864837,174.47316845680177,2
-1.7398662976698962,-1.4326509930978204,0.09349178778119831,-0.7013788484117645,-0.7533939434669976,4.999026465307132,1.0710986801824047,1.2276165994977277,0.47605983008754726,174.46419241098474,2
-1.747410525314749,-1.303038386683067,0.14036372605748776,-1.0886799565024656,-0.6818354419333312,4.675968245990921,1.0561722865178171,1.167459671935584,0.4492709172821629,169.71549282339564,2
-1.7029058693050907,-1.4073234770452625,0.1665038997773525,-1.3239552288552956,-0.7433111368260618,4.429709915365547,0.9744918294308915,1.0830687708773301,0.487647580429893,164.04336049427693,2
-1.7235556287542608,-1.2148160653188254,0.8519782319618696,-1.412606867365948,-0.6187008734716837,4.231708105589041,0.972125145781006,0.9736597231926004,0.47018386849065674,159.53372403014757,2
-1.6560785982451236,-0.8498676015625771,2.156659219951468,-1.57944643948869,-0.3469442377526139,4.096586926291463,0.9239163355217996,0.8292797995568413,0.515576353975931,154.76682004219106,2
-1.705110392335909,-0.548339116814792,2.644203690133609,-1.5157802587041325,0.24354264186855096,4.071474917808206,0.9969236767070809,0.6760004493467456,0.49578567396456724,152.13772283110688,2
-1.6668725245766107,-0.8623190712759861,1.9986356219957764,-1.5904043811803992,0.39739151693299746,4.048703987671158,1.0018864663586615,0.6325987914499799,0.5648227103020413,150.85070600635578,2
-1.6540291950043235,-0.769768554674013,1.511687943105735,-1.6080754812132998,0.5013772642123382,4.043830214598972,1.0028736229946629,0.6490127749314094,0.5838643984124235,150.60507830372435,2
-1.6519292456045134,-0.7355061866525893,0.9825775099971485,-1.6088906132103877,0.583693174214421,4.046040801954738,1.0016623310569712,0.6495399824511127,0.5845229146017592,150.41989381321014,2
-1.6533127498271463,-0.7402813169257545,0.5851055612866614,-1.6008300889519145,0.6646826848131531,4.057311796739727,0.9989290142385012,0.6471595061190505,0.5823159312581444,150.1337600761446,2
-1.6531735342824962,-0.7460418006165496,0.39357319899720633,-1.5939903036449157,0.7263132368618245,4.07008467053415,0.9942516697328452,0.6477761046687703,0.5803045604893767,149.942609662027,2
-1.651956971205772,-0.7550087450187012,0.23336208218465965,-1.5850713468994972,0.8428460499887911,4.0894898412593035,0.9864474142546712,0.650584722055414,0.5774138760390113,149.73950916001945,2
-1.6492852219905194,-0.7621380890701117,0.12168432892996865,-1.5776827748738738,1.0648102719997319,4.109845642652058,0.9775370530767808,0.6569005754837031,0.5749268430171237,149.59848550019817,2
-1.6482748139881247,-0.7630937114330005,0.09429483224998626,-1.5771487643297908,1.3342726380637773,4.11365509587575,0.9759018793699492,0.6593577992444024,0.574796417070086,149.5549715394,2
-1.6484508319876205,-0.764811856030932,0.08348326244278331,-1.576966857424763,1.65785341410691,4.113874126787316,0.9762759810741095,0.6590061895757823,0.5745941070652514,149.53496891990014,2
-1.6485747523838803,-0.7655198310945134,0.08001441572859139,-1.576913382472593,2.0139259285534634,4.113795832042188,0.9765224148573765,0.6587571697115264,0.574504061638508,149.52566187603915,2
-1.6486224561587701,-0.765782774233702,0.07871160554026758,-1.5768942690890815,2.402377323733663,4.1137615577186155,0.9766179595338379,0.6586611565294647,0.5744708420533648,149.52156286074907,2
-1.6486355109149744,-0.7658546651893137,0.0783534972492338,-1.576889121551454,2.813050472400641,4.113752047250725,0.9766442281462613,0.6586348959328931,0.5744618228279261,149.5198791679319,2
-1.648638363733872,-0.7658703134916713,0.07827462516251285,-1.5768880357572965,3.2367329873071506,4.113749906078495,0.976650024419091,0.6586291695381673,0.5744598803504573,149.51922414988599,2
-1.6486388711068198,-0.7658730822877021,0.07826055916308376,-1.5768878510456579,3.666696415751685,4.113749510720594,0.9766510649899662,0.6586281531674479,0.574459539895658,149.51897725546434,2
-1.648638949860823,-0.7658735102674662,0.07825837447920603,-1.5768878233983041,4.099321152065209,4.113749447544255,0.9766512276083208,0.6586279956352846,0.5744594876172078,149.51888554851797,2
-1.6486389611981047,-0.7658735717079675,0.07825806069151617,-1.5768878195465652,4.532989497004998,4.113749438212108,0.9766512511261239,0.658627972981215,0.5744594801498805,149.51885168807564,2
-1.648638962761436,-0.7658735801954483,0.07825801696601901,-1.5768878189952542,4.967051927462572,4.1137494369676455,0.9766512543627196,0.658627969857494,0.5744594791147706,149.51883921503048,2
-1.6486389627776976,-0.7658735802903607,0.07825801649819109,-1.5768878189880084,4.999967051927463,4.113749436957757,0.9766512543950233,0.6586279698244178,0.574459479103744,149.51883868448996,2
-1.648638962777713,-0.7658735802904483,0.07825801649775524,-1.5768878189880025,4.999999967051928,4.113749436957747,0.9766512543950543,0.6586279698243869,0.5744594791037336,149.5188386839258,2
-1.648638962777713,-0.765873580290448,0.07825801649775604,-1.5768878189880025,4.999999983509491,4.113749436957747,0.9766512543950542,0.658627969824387,0.5744594791037336,149.5188386839162,2
-1.648638962777713,-0.765873580290448,0.07825801649775604,-1.5768878189880025,4.999999983525578,4.113749436957747,0.9766512543950542,0.658627969824387,0.5744594791037336,149.51883868390732,2
-4.95,-3.65,2.1499999999999995,1.0499999999999998,-2.25,0.35000000000000053,-2.85,-0.25,-2.9499999999999997,2.4636805516048336e10,3
-4.939321571792744,-3.4142639809114543,1.8326006841266174,-2.8960500000000002,-2.214314435408875,0.3392396776464425,-2.803376014807763,-0.19861828341181878,-2.9033417243957182,1.9521891693405506e10,3
-4.933031877886954,-3.2870347227017995,1.6919590508259195,-2.880706465604472,-2.2048908910762863,0.34041160622751054,-2.587204304805506,-0.12981483385831488,-2.6871921238708465,7.214188024760775e9,3
-3.8193228781407647,0.3475601788665035,0.04375160422668478,-2.8446551814287657,-2.18062467533196,0.3440158930020769,-2.370043745770834,0.05715945480066453,-2.4699504702821753,2.654153669906534e9,3
-3.7318340126815137,0.3145029273283445,0.040243636367729006,-2.836609333551726,-2.174885788385509,0.34537393434708324,-2.153392159897592,0.16915830145425753,-2.2533115376659487,9.786595660300791e8,3
-3.5126463306056817,-0.013940099845065668,0.010230755113376608,-2.813097438046837,-2.158161673950382,0.34942688361455926,-1.9362360157570608,0.3376794596908759,-2.036114212373378,3.6002752312009317e8,3
-3.4881535482816766,-0.012753219542279821,0.009718425859949564,-2.8079020380992636,-2.1541997573764973,0.35029940115913766,-1.719088917922268,0.4948303015822083,-1.8189746377923555,1.3244840977401449e8,3
-3.4018820815895783,0.0015561822390060057,0.005108835512185544,-2.7916928535243213,-2.1418282458654208,0.3532262960602062,-1.5019362573524202,0.667690949686764,-1.6018003125670612,4.8724589929669224e7,3
-3.388336711071033,0.0013575217971992298,0.005031783983175338,-2.7883005997756767,-2.1391174226238983,0.35384374622627757,-1.2847892692154859,0.8476307902510594,-1.3846589973732792,1.7924959311205957e7,3
-3.3397646647790067,-0.0015704111753957997,0.004308462788872015,-2.7768616625012337,-2.129963658975358,0.35598548695680227,-1.0676388403176367,1.0260979291123076,-1.1674985020138975,6.594222288035174e6,3
-3.331445335033252,-0.001510373893356908,0.0042961985392790305,-2.7745662026153264,-2.1280654684008846,0.3564296522209439,-0.8504921929462123,1.2131372888101177,-0.9503581884351041,2.4259304137616507e6,3
-3.3006645982562164,-0.00048358179867458574,0.004189973502632833,-2.766379881561843,-2.121286302813416,0.35801406327348284,-0.6333438489598484,1.3854483650623886,-0.7332112354220109,892497.3322680799,3
-3.2952183402918336,-0.0005102661472837868,0.004195034611059599,-2.764782419209142,-2.1199293383336317,0.3583467576118923,-0.41619922111786756,1.5503612919886651,-0.5160865514883375,328393.2436813982,3
-3.2745721619482486,-0.001038521624599794,0.004233100392713201,-2.7588683283106845,-2.114902127747246,0.35954098428441356,-0.19905707787575108,1.6672868393429379,-0.298988632416864,120881.9509034887,3
-3.270850858038453,-0.001034682370013997,0.004295738944765021,-2.757738926934463,-2.113905313526336,0.3598401167797149,0.01807303555615783,1.736883640294456,-0.08198483925811814,44553.98167176471,3
-3.256565622373712,-0.0008630345453847163,0.004681431068307162,-2.7534636706168105,-2.1101507356522546,0.36086730359993974,0.23517522834965732,1.7514326771152493,0.13478065445305765,16484.724462702165,3
-3.253993410295514,-0.0009977026396545143,0.005250017037197164,-2.752719229373668,-2.109337752909102,0.36148738594441604,0.4521980552388113,1.7559724963637817,0.35088964528623867,6168.712747793954,3
-3.2440281616214985,-0.0034198863648186753,0.008345031176942526,-2.7497953988472137,-2.1063334406550505,0.3633427336827363,0.6690082146455629,1.7559081970442778,0.565233250880844,2383.6816479537874,3
-3.242482899159283,-0.004657277375558808,0.013404358296762611,-2.749775139041486,-2.105116081117183,0.3667842381015293,0.8852392670871767,1.7563299373158094,0.7748582388778451,1001.1249648118416,3
-3.236248767875618,-0.0321698845488646,0.03727082581889124,-2.749069697670977,-2.1012356455840493,0.37618811687873227,1.0999063541106322,1.7562336029707106,0.9722534681637172,502.0128603669022,3
-3.2371914977831113,-0.046016031827187324,0.07741934910710749,-2.7527387069668188,-2.0959197730988235,0.4000746480832138,1.3103814746507594,1.7561442253784778,1.1403545669243509,327.0022177126038,3
-3.2385179361946266,-0.8552453627803006,0.20977962338283532,-2.7613241083862166,-2.082263138953706,0.46145435498180626,1.509895439307327,1.755785499447448,1.250971084481272,269.4610625306516,3
-3.2511778911907836,-1.2417692998247456,0.3729167358139397,-2.781854650112587,-2.0569589723204498,0.6049568288587801,1.6825238669086788,1.7548105859709167,1.290006817527912,252.76422459419155,3
-3.276161490389582,-1.4228771603707322,0.5171772567010817,-2.813969286967229,-2.0318361320244125,0.8847433931043253,1.7989267199238341,1.7520680704422011,1.2909300380802944,248.75245339552208,3
-3.3273256680054026,-1.3568471515692329,0.4967875993359371,-2.8610629904799625,-2.069372524233545,1.311727041917201,1.8314681091328358,1.7437065643100205,1.281137280294248,246.60147267535663,3
-3.474817806275689,-0.9318530545248696,0.22226263455276934,-2.983848130852619,-2.2680660788735376,1.898009073064239,1.7809537862874611,1.713684551445655,1.2477745512375953,240.78578832445106,3
-4.219695026539956,0.1522167437106161,-0.5909324999707706,-3.6650318616650726,-2.994292845075809,2.8354218360471686,1.618414133894324,1.594676955636927,1.1214338789409217,225.00332263463525,3
-4.061836240884676,0.4009288669954295,-1.401872716408618,-3.145330963199966,-2.519895534259648,3.727638187298806,1.4564960651974386,1.5051992212552847,0.8943569679803703,212.68804759164874,3
-3.9960638728652347,0.40255187636647344,-0.6355522935532562,-2.8536746029856594,-3.7436958412337953,4.087526141381905,1.49659524078326,1.5894881547026425,0.6976595337321773,210.05164565879898,3
-4.063127103047071,0.5488654677930638,-1.2572351602291891,-2.589148901879324,-3.44661375508207,4.086770619342654,1.4945273231511076,1.581806897992108,0.6899451894492552,209.4709630323287,3
-3.942283091536077,0.24824335229392663,-3.3396223497367,-2.4369518698764834,-2.5828673904625292,4.064993137309298,1.5094018989629403,1.5776480458756919,0.7180688919514769,208.90136731061986,3
-3.7301984592769792,-0.058281414415705335,-3.2527527415490356,-2.259314263509629,-2.1946875936631267,4.022804110569298,1.5143339492468844,1.5537935793408573,0.7352200443772434,207.83117415676116,3
-3.573750421290868,-0.3314012073546428,-2.9351230824719647,-2.0521916788726586,-1.8512955815735643,3.860257268322986,1.491639052967426,1.4744294439998096,0.779529486096163,204.95552716092425,3
-3.631843562451825,-0.5205338233680551,-1.8981559565029358,-1.7278243727490228,-1.5186867108373214,3.6449347637694065,1.4201018385168285,1.2808458992781349,0.8876611071387731,202.02530024487444,3
-3.5773259915103455,-0.6400583880503721,-2.1530380988210425,-1.5577066340461379,-1.1043334321860443,3.820250484891672,1.3847734523367399,1.1847199563459496,0.8627600442248764,196.59376403210265,3
-3.465484352712409,-1.2615550036739465,-3.143538586658001,-1.6751080594150483,-0.3763765156424379,4.2336764960723485,1.3736298187441456,1.0478321993647326,0.6288152976027819,187.15302253046875,3
-3.4312802259853976,-1.3765757634547182,-3.3122184191352106,-1.6002641009683336,0.02963518760773798,4.286396170216804,1.3659497076155367,0.9809240397239936,0.5799751599099283,182.44349003161693,3
-3.251816766860126,-1.5263289311538852,-3.4675233461588175,-1.6117038202490213,0.3736423523584363,4.25177055095976,1.4035409398302683,1.0151120400124563,0.5590754083976446,179.49365284201974,3
-2.935195528667454,-1.8051728610087576,-3.644500513463485,-1.6476121015038805,0.6909974133157254,4.212111301650002,1.4098836005887236,1.00536621108205,0.558095123149106,177.5283681455673,3
